date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2015-08-18,Fasayil,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Jericho,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-18,Jericho,Jericho,west-bank,0,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,0,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-17,Bir al-Maskub B,al-Quds,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,1,10,6,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Bir al-Maskub B,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Bir al-Maskub B,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,0,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,0,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,1,13,10,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,0,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Wadi Esneisel,al-Quds,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-08-17,a-Sheikh 'Anbar (a-S'idi),al-Quds,west-bank,1,10,6,Residental,Demolition on the pretext of unlawful construction
2015-08-17,a-Sheikh 'Anbar (a-S'idi),al-Quds,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-08-17,a-Sheikh 'Anbar (a-S'idi),al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-08-17,a-Sheikh 'Anbar (a-S'idi),al-Quds,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2015-08-17,Bir al-Maskub B,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-13,Harmalah,Bethlehem,west-bank,0,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-13,Kh. a-Deir,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-13,Za'tara,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-11,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-11,al-'Ajaj (Id'eis),Tubas,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-08-11,al-'Ajaj (Id'eis),Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-11,al-'Ajaj (Id'eis),Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-11,Kh. Humsah,Tubas,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-08-11,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-10,Deir Ballut,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-10,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-10,Deir Ballut,Salfit,west-bank,0,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-10,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-10,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-10,Kh. a-Rahwah,Hebron,west-bank,1,10,0,Residental,Demolition on the pretext of unlawful construction
2015-08-10,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-10,Kh. a-Rahwah,Hebron,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-08-06,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-06,Husan,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-05,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,2,4,0,Residental,Demolition on the pretext of unlawful construction
2015-08-05,al-'Aqabah,Tubas,west-bank,1,4,0,Residental,Demolition on the pretext of unlawful construction
2015-08-05,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-05,al-'Aqabah,Tubas,west-bank,1,5,2,Residental,Demolition on the pretext of unlawful construction
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-05,al-'Aqabah,Tubas,west-bank,1,6,0,Residental,Demolition on the pretext of unlawful construction
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-05,'Ein al-Meyteh,Tubas,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-08-05,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-05,Halhul,Hebron,west-bank,0,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-05,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-05,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-04,al-Haskah,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-04,Khashm a-Daraj,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-04,Beit Kahil,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-04,She'b al-Batem,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-03,Khashm a-Daraj,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-07-29,Beit Hanina al-Balad,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-07-29,Beit Hanina al-Balad,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-07-29,Beit Hanina al-Balad,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-07-21,Idhna,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-07-21,Idhna,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-07-21,Idhna,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-07-01,Jabal al-Mukabber,East Jerusalem,east-jerusalem,1,6,1,Residental,Demolition of houses as punishment
2015-06-15,Kafr a-Dik,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-15,Haris,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-10,Asfar,Hebron,west-bank,1,12,10,Residental,Demolition on the pretext of unlawful construction
2015-06-09,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-09,al-Khalayleh,al-Quds,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-09,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-04,Surif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,2,10,3,Residental,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-06-04,al-Mukasar,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-04,Surif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-06-01,Rummanah,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-05-21,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-05-21,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-05-21,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-05-21,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-05-12,Silwad,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-05-05,Kafr Qadum,Qalqiliya,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-04-29,Rujeib,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-04-28,a-Nabi Saleh,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-04-27,al-Jiftlik,Jericho,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-04-27,al-Jiftlik,Jericho,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-04-27,al-Jiftlik,Jericho,west-bank,3,0,0,Residental,Demolition on the pretext of unlawful construction
2015-04-27,al-Jiftlik,Jericho,west-bank,1,10,5,Residental,Demolition on the pretext of unlawful construction
2015-04-16,Silwad,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-04-01,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-24,Ta'nak,Jenin,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-18,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-18,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-18,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-15,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-11,Beit Iksa,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-11,Beit Iksa,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-11,Beit Iksa,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-11,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-11,Zabdah,Jenin,west-bank,3,21,13,Residental,Demolition on the pretext of unlawful construction
2015-03-11,Zabdah,Jenin,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,6,2,Residental,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,1,0,Residental,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,9,5,Residental,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2015-03-10,al-Jiftlik,Jericho,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-03-09,al-Jarushiya,Tulkarm,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-03-04,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-02-24,al-'Udeisah,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-02-11,al-Khalayleh,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-02-11,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-02-05,Husan,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-02-02,Qusrah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-02-02,Qusrah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-02-02,Qusrah,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-01-22,Beit Iksa,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-01-22,Beit Iksa,al-Quds,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-01-22,Beit Iksa,al-Quds,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2015-01-22,Beit Iksa,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2015-01-22,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2015-01-21,al-Mughayir,Ramallah and al-Bira,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2015-01-21,al-Mughayir,Ramallah and al-Bira,west-bank,1,8,3,Residental,Demolition on the pretext of unlawful construction
2015-01-21,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
